,GEOGRAPHY_CODE,Arrived 1951 to 1960,Arrived 1961 to 1970,Arrived 1971 to 1980,Arrived 1981 to 1990,Arrived 1991 to 2000,Arrived 2001 to 2010,Arrived 2011 to 2013,Arrived 2014 to 2016,Arrived 2017 to 2019,Arrived 2020 to 2021,Arrived before 1951,Born in the UK,Total: All usual residents
21,E02000023,0.000997630627260257,0.002244668911335578,0.00536226462152388,0.02531487716672902,0.08105748846489587,0.17358772914328469,0.03965581743359521,0.04377104377104377,0.03554059109614665,0.018082055119092156,0.00012470382840753212,0.5742611298166854,8019.0
22,E02000024,0.010332103321033211,0.0224169741697417,0.0246309963099631,0.02103321033210332,0.04289667896678967,0.06300738007380073,0.02158671586715867,0.030535055350553505,0.030627306273062732,0.012546125461254613,0.0027675276752767526,0.717619926199262,10840.0
23,E02000025,0.006874053361295584,0.017010369334731445,0.02330187580100198,0.017709425608761504,0.0459046953279739,0.07561458697425143,0.02504951648607713,0.03460328556448794,0.030641966678317603,0.010136315973435861,0.002213678201095188,0.7109402306885705,8583.0
24,E02000026,0.012234783955397243,0.0311290072789221,0.0350007743534149,0.026947498838469877,0.04475762738113675,0.057147282019513704,0.018894223323524858,0.02168189561715967,0.021836766300139383,0.007278922100046461,0.0038717670744927986,0.7192194517577822,6457.0
25,E02000027,0.00673924313115604,0.016692586832555728,0.025090720580611715,0.03328149300155521,0.06386728875064801,0.10305857957490928,0.022913426645930535,0.029963711767755315,0.025712804561949198,0.009123898392949715,0.0011404872991187143,0.6624157594608605,9645.0
26,E02000028,0.011480177560079597,0.020817388642277668,0.028011633246594215,0.02387876932496556,0.05479871422011327,0.08342262360324507,0.02586866676871269,0.028623909383131793,0.041022501148017754,0.014235420174498699,0.0022960355120159193,0.6655441604163478,6533.0
27,E02000029,0.008267024904412525,0.016430711997519894,0.02221762943060866,0.01653404980882505,0.05363232406737625,0.08225689779890462,0.02852123592022321,0.04112844889945231,0.04774206882298233,0.018497468223623022,0.0014467293582721918,0.6633254107677999,9677.0
28,E02000030,0.010890251638824277,0.026115457813491224,0.034996828082046946,0.030873334743074646,0.04609854091774159,0.07834637344047367,0.01924296891520406,0.017128356946500316,0.022837809262000422,0.0076126030873334746,0.00296045675618524,0.7028970183971242,9458.0
29,E02000031,0.015484335613971912,0.02532709158564398,0.037690553354939385,0.03108870483735446,0.045132637138398754,0.08102268635217862,0.028087864602088584,0.037570519745528747,0.03997119193374145,0.015604369223382547,0.004441243548193494,0.6385788020645781,8331.0
30,E02000032,0.0234345470580824,0.05014489101675696,0.0559405316870354,0.032128008063500066,0.05392465667128638,0.06463399269245307,0.0171349376338667,0.02154466423081769,0.022426609550207886,0.009449414136323548,0.003779765654529419,0.6454579816051405,7937.0
