,GEOGRAPHY_CODE,1 room,2 rooms,3 rooms,4 rooms,5 rooms,6 rooms,7 rooms,8 rooms,9 or more rooms,Total: All households
0,E02000001,0.12031758957654723,0.36441368078175895,0.3306188925081433,0.08713355048859935,0.056596091205211724,0.027483713355048858,0.0036644951140065146,0.0036644951140065146,0.0061074918566775245,1
1,E02000002,0.0024381748519679554,0.12957157784743992,0.359108324625566,0.3455242075931731,0.13897596656217345,0.017763845350052248,0.004528039010797631,0.0017415534656913968,0.00034831069313827936,1
2,E02000003,0.011195928753180661,0.1,0.23587786259541985,0.19083969465648856,0.416793893129771,0.03104325699745547,0.009669211195928753,0.0027989821882951653,0.0017811704834605599,1
3,E02000004,0.0,0.05976613252490256,0.2018189692507579,0.2234733650931139,0.46080554352533565,0.037678648765699436,0.01039411000433088,0.0030316154179298397,0.0030316154179298397,1
4,E02000005,0.0011025358324145535,0.07607497243660419,0.2935501653803749,0.3255237045203969,0.2692943770672547,0.028941565600882027,0.0033076074972436605,0.0011025358324145535,0.0011025358324145535,1
5,E02000007,0.004353741496598639,0.17142857142857143,0.3020408163265306,0.337687074829932,0.16843537414965987,0.01197278911564626,0.0024489795918367346,0.0010884353741496598,0.0005442176870748299,1
6,E02000008,0.0019459459459459458,0.11156756756756757,0.3517837837837838,0.41145945945945944,0.10551351351351351,0.014702702702702703,0.0015135135135135136,0.0008648648648648649,0.0006486486486486486,1
7,E02000009,0.004936530324400564,0.13540197461212977,0.3617771509167842,0.3427362482369535,0.12529384109073813,0.024917724494593323,0.0025858015984955335,0.0014104372355430183,0.0009402914903620122,1
8,E02000010,0.013826269912834385,0.06943192064923355,0.4090772467688608,0.37932070934776074,0.11181244364292155,0.012924556657649534,0.0021039975954313195,0.0009017132551848512,0.0006011421701232341,1
9,E02000011,0.020390824129141887,0.07816482582837724,0.21920135938827529,0.24681393372982158,0.40441801189464743,0.022939677145284623,0.0038232795242141037,0.002548853016142736,0.0016992353440951572,1
10,E02000012,0.007900334244910361,0.08264965056213917,0.16013369796414464,0.10391978122151321,0.5487693710118505,0.06259495594044363,0.01731996353691887,0.010331206320267397,0.006381039197812215,1
11,E02000013,0.0018438844499078057,0.08696988322065151,0.3936693300553165,0.3746158574062692,0.12845728334357714,0.011370620774431468,0.0021511985248924403,0.00030731407498463427,0.0006146281499692685,1
12,E02000014,0.004726735598227474,0.06617429837518464,0.33382570162481534,0.45612998522895126,0.12644017725258494,0.008862629246676515,0.002363367799113737,0.0011816838995568684,0.0002954209748892171,1
13,E02000015,0.010880316518298714,0.26079788987800856,0.29574678536102866,0.2073854269699967,0.2044180679195516,0.01483679525222552,0.002637652489284537,0.0023079459281239697,0.0009891196834817012,1
14,E02000016,0.021254263972710574,0.3445289950144319,0.34531618997638414,0.1981107320913146,0.07583311466806612,0.011807924429283653,0.0018367882445552348,0.0005247966413014956,0.0007871949619522435,1
15,E02000017,0.003979739507959479,0.17040520984081042,0.13422575976845152,0.17619392185238783,0.4359623733719247,0.05752532561505065,0.009406657018813314,0.008683068017366137,0.00361794500723589,1
16,E02000018,0.0006188118811881188,0.1036509900990099,0.40532178217821785,0.37530940594059403,0.10117574257425743,0.01021039603960396,0.0018564356435643563,0.001547029702970297,0.0003094059405940594,1
17,E02000019,0.0018714909544603868,0.04647535870243294,0.4217092950717405,0.40330630068621337,0.09638178415470992,0.021522145976294448,0.007797878976918278,0.00031191515907673113,0.0006238303181534623,1
